ProductID	xLocation	yLocation
4753	16.4	6
4766	8	4
4778	6.2	10
4847	8.6	8
4851	10	8
4914	21.2	6
4918	4.4	0
4924	6.2	10
4934	18.6	14
4974	14.8	10
5028	16.2	10
5099	6.2	14
5225	14.4	12
5240	14	8
5243	6	8
5261	8	4
5268	6.64	10
5278	10.2	12
5307	10.2	16
5329	8.2	14
5333	6.4	6
5368	10	12
5386	8.4	10
5430	16	6
5434	11	8
5489	6.62	10
5497	10.6	12
5510	10.2	8
5535	6.6	6
5546	6	8
5585	10.2	14
5697	18.8	10
5735	8.2	8
5737	9	16
5741	8	4
5769	10	14
5777	6.6	8
5832	20.4	10
5840	16.6	6
5843	6	14
5989	6.8	8
6065	8.4	10
6122	10.4	10
6128	10.6	10
6217	10.2	8
6262	8.4	14
6297	6.6	8
6310	10.6	8
6342	14	6
6380	16.6	4
6396	10.8	6
6450	8.4	14
6456	2.2	16
6483	9.2	10
6510	6.4	10
6542	20.6	10
6545	8.6	10
6600	18.2	6
6623	10.4	14
6649	12.4	8
6686	14.2	8
6717	7.4	10
6723	16	6
6728	16.2	8
6738	20.8	4
6768	17	6
6774	12	4
6778	10	4
6795	8	4
6886	18.6	10
6891	20.4	14
6895	10.2	4
6923	16.2	2
6924	20.4	14
6949	10.4	10
6970	16.4	6
6992	10.2	14
7011	6.2	8
7080	8.4	14
7094	12.4	12
7095	12.2	0
7109	18	2
7110	10.8	10
7132	8	4
7177	8.4	8
7182	16.6	6
7198	16.4	6
7210	8	4
7365	18.4	6
7376	10.6	10
7406	16.6	6
7433	6.72	10
7441	10.2	10
7461	10.2	14
7620	6.4	8
7635	10.6	8
7656	7.6	10
7660	10.4	8
7677	6	10
7712	18.8	8
7741	20.8	4
7749	18.8	8
7865	14	12
7895	8.4	10
7955	20.2	0
7960	14.2	14
7989	10.6	10
8087	16.4	6
8090	18.6	10
8107	12.8	4
8140	10.2	10
8142	6.6	12
8158	10.4	8
8211	8	10
8218	7.4	8
8220	12.4	6
8236	10.2	8
8240	8.2	12
8274	12.2	0
8330	8.2	16
8365	10.2	14
8379	14.8	12
8380	10.8	8
8382	10.2	10
8388	8	16
8414	8.4	12
8443	6.4	6
8457	8.4	6
8462	6	8
8481	10.2	4
8515	10.8	14
8565	14.8	12
8570	14.4	12
8583	18.2	6
8659	6.8	14
8663	8	8
8697	12	12
8704	14.6	6
8777	12	16
8782	14	12
8827	9	10
8832	18	8
8836	8.6	16
8864	6.64	10
8866	16	12
8901	16	4
8967	18.6	8
8968	8.2	14
8972	10.8	14
8992	10.6	10
9003	18.6	10
9006	20.8	4
9014	6	8
9054	18.2	10
9114	16.4	6
9207	21.2	6
9233	10.4	12
9284	14.2	2
9360	18	8
9369	14.8	12
9389	18.4	6
9394	16.2	12
9402	18.6	6
9403	14.2	4
9414	7.2	10
9424	14.2	6
9426	8.4	6
9462	18.4	14
9511	18.8	10
9515	24	0
9517	2.2	16
9532	18.2	6
9605	16.4	12
9640	18.6	14
9653	6.8	14
9658	10.6	14
9703	16	10
9724	6.8	16
9726	6.2	8
9729	8.6	10
9758	10.2	14
9776	8.2	14
9792	27.98	18
9822	10.6	14
9850	10.2	8
9864	6.4	8
9872	10.2	10
9877	10.4	10
9894	12.2	4
9919	8.2	10
9932	19	8
9952	6.62	10
10030	6.66	10
10035	8	8
10036	6.66	10
10087	16.6	10
10107	8.4	8
10108	16.4	12
10115	15	12
10196	16.4	6
10235	10.4	6
10238	16.6	6
10249	8.4	14
10250	6.2	10
10326	8	8
10328	10.4	10
10359	8.2	12
10364	22	0
10409	18.6	6
10438	6.6	6
10475	12.8	12
10553	12.2	4
10558	6.8	8
10585	10	10
10636	6.6	12
10640	8.4	8
10706	6.68	10
10708	14.8	14
10734	10.4	10
10780	18.8	14
10787	14.4	12
10797	6.7	10
10801	6.62	10
10819	20.2	8
10820	6.4	10
10828	10	8
10836	6.4	6
10886	10.2	8
10904	8.6	8
10911	10	10
10920	8.7	4
10952	10.2	10
10967	2.2	4
11004	14.4	6
11023	10.2	8
11062	6.6	12
11081	8.6	6
11083	18.2	10
11117	6.62	10
11195	10.4	6
11214	10.4	14
11231	10.4	8
11233	10.2	8
11275	8.8	12
11318	8.2	10
11413	6	4
11449	12.8	12
11460	7.4	8
11471	14.4	6
11501	16.4	10
11609	11	8
11617	6	12
11624	10.2	12
11738	10.4	8
11764	16.4	8
11770	10.6	8
11778	8.4	8
11789	10.4	12
11801	14.2	6
11833	10	4
11835	10.8	16
11918	6.8	8
11930	10.88	10
11937	10.2	16
11957	10.2	14
11959	8.4	4
11965	8.4	6
11988	10.6	12
12004	8.4	10
12005	10.4	10
12074	10.82	10
12150	16	8
12152	16.4	12
12227	10.4	8
12265	8.6	6
12275	10.4	10
12284	8.8	16
12286	10.4	14
12302	18.2	6
12320	10.4	4
12351	7	12
12407	6.6	8
12412	10.4	12
12425	12	12
12435	10.6	6
12439	6.2	4
12478	8	8
12481	6.4	4
12564	8.4	4
12566	10.2	14
12589	10.2	10
12615	6.2	4
12687	6.2	12
12768	22	0
12777	18	6
12787	14.4	14
12894	6.2	10
12910	27.98	18
12912	10.8	14
12930	8.2	16
12953	8	8
12956	8.8	14
12989	8	4
13021	6	16
13094	6.6	14
13130	10.6	8
13143	6	8
13159	6.4	10
13205	8.4	6
13214	10.4	10
13224	18.8	8
13285	10.2	10
13292	10.4	8
13303	6.64	10
13321	10	16
13324	6.2	8
13334	8.6	8
13338	10.4	8
13342	4.2	4
13434	16.2	10
13470	10.8	14
13492	16.8	6
13495	14.4	6
13526	16.4	6
13574	8.2	14
13577	6.2	4
13578	16.6	4
13621	8.2	10
13624	16.2	8
13646	14.2	8
13671	6.2	4
13688	6	12
16428	16.8	8
16497	14	8
16529	6.2	4
16576	10.4	14
16582	6.8	6
16613	8.2	16
16643	10.6	12
16678	10	8
16699	10.2	14
16717	20	14
16726	16.8	8
16740	19	6
16744	8.6	6
16755	8.2	10
16768	10.6	12
16777	6.72	10
16880	8	8
16916	6.4	12
16922	10.6	16
16936	6.62	10
16942	10.4	10
16944	10.2	6
17032	14.4	8
17046	10.6	10
17057	10.4	12
17061	6.66	10
17075	17.2	6
17112	8.2	12
17125	10.4	10
17186	8.4	8
17201	10.4	10
17233	20	0
17240	8	8
17254	10.6	12
17266	10.62	4
17284	6.4	10
17351	16.6	8
17461	16	8
17573	18.6	8
17653	10.9	10
17669	6	8
17723	14.2	8
17741	10.4	8
17768	8.8	14
17784	6.2	12
17838	10.4	8
17841	6	12
17843	6.4	6
17876	18.6	10
17894	14	2
17942	6.2	4
17984	8.4	4
17986	8	4
17997	10.4	10
18034	10.6	14
18077	9.2	16
18090	14.6	10
18124	8.7	10
18134	20.2	0
18145	4.4	4
18279	12.2	8
18337	16	10
18349	10.4	10
18354	16.6	12
18355	6.8	12
18380	20.2	4
18385	8.8	10
18448	7.6	12
18481	6.8	6
18558	12	14
18559	11.2	8
18572	16.6	6
18601	18.6	14
18602	10.4	6
18608	16.6	6
18626	14.2	6
18644	10.2	10
18648	16	10
18649	9	16
18670	11.2	8
18681	11	8
18765	10.4	8
18768	18.6	10
18774	20.2	6
18776	6.66	10
18801	14	6
18868	10.6	10
18909	16.6	8
18976	6.68	10
18980	14.6	10
19147	10.4	10
19164	8	10
19199	10.4	8
19229	8.4	10
19284	10	8
19321	10.6	10
19323	8.4	12
19329	6.4	12
19331	8	8
19334	6.4	6
19410	14.6	10
19420	14.2	10
19437	10.4	14
19459	8.4	8
19461	16	6
19465	8.6	8
19474	10.6	10
19483	16.6	8
19490	14.4	12
19494	8.4	8
19505	10.4	12
19699	8.6	8
19704	10.4	8
19775	12.2	0
19780	2.2	4
19808	27.98	18
19839	18.6	14
19942	14.4	10
19981	8.68	10
19984	20	8
20007	21.2	6
20052	8.4	6
20069	14.2	14
20086	10.2	12
20191	6.6	10
20195	16.6	6
20200	18.6	14
20218	8.4	8
20219	10	14
20222	8.6	14
20300	8.8	8
20308	10.2	8
20318	12.2	0
20320	8.2	8
20373	11.2	8
20413	10.4	10
20504	16.6	10
20553	10.8	8
20561	6.6	12
20617	10	8
20626	6.62	10
20659	8.8	8
20672	19	8
20686	6.64	10
20747	10.4	10
20779	6.4	10
20795	10.4	6
20845	12.6	6
20871	10.2	14
20891	10.2	8
20903	6	14
21030	18.6	6
21143	6.62	10
21148	8.8	14
21171	6.4	6
21229	14.8	12
21303	6.64	10
21317	12.8	12
21326	10.6	8
21345	1	4
21364	8	12
21382	6.2	4
21388	12	4
21399	14	10
21431	6.2	14
21439	6	8
21502	8.4	10
21511	6.4	8
21540	10.2	16
21548	8	10
21588	20.4	10
21598	4	0
21681	10.4	14
21710	8.6	0
21756	11	8
21772	6.4	14
21777	6	10
21800	8.4	8
21826	16	8
21916	6.2	4
21932	20.6	14
21957	10.2	14
21998	10.4	8
22000	16.2	10
22001	8.4	6
22018	16.2	8
22058	8.6	12
22112	8	8
22139	14.8	4
22163	12	6
22186	12.4	8
22198	10.4	10
22212	10	8
22215	14.6	4
22234	10.4	10
22253	18.6	14
22264	6.6	8
22352	10.4	4
22370	10.2	14
22383	16.4	0
22401	2.2	0
22406	14.4	14
22409	8.7	10
22435	14.4	12
22503	10.4	10
22541	8	8
22563	10.4	8
22566	14.2	6
22575	6.4	12
22592	18.6	12
22653	16.2	8
22677	6.4	12
22708	16.2	2
22748	10.4	10
22754	16.8	8
22762	10.2	8
22798	10.4	10
23014	4.2	4
23017	22.4	0
23019	10.4	10
23020	10	4
23023	10.4	10
23051	14.4	14
23054	8.4	8
23097	10.8	8
23162	14.4	6
23167	16.2	4
23208	21	6
23239	18.4	0
23241	12.4	12
23253	10.4	10
23263	8	4
23274	8.4	6
23293	16.4	12
23371	4.2	4
23385	6	12
23402	16.4	0
23425	14	10
23461	20.4	0
23476	10.8	8
23491	14.6	8
23498	10.8	8
23535	8	6
23538	16.2	10
23552	10.4	4
23592	37.98	18
23744	2	4
23786	16.2	8
23821	10	8
23830	10.4	10
23852	10.88	10
23858	21.2	6
23873	18.6	14
23888	8.66	10
23893	14.2	6
23937	9	10
23944	2.2	4
23953	2.6	4
23965	6.6	14
24016	14.6	10
24041	2.2	4
24067	14.4	0
24076	16.2	8
24082	6.4	16
24087	8.4	6
24111	16.6	8
24164	8	6
24181	10.6	8
24187	8.2	10
24249	8.2	6
24265	6	8
24271	7.6	12
24294	16.6	10
24331	20.6	8
24344	9	10
24399	14	6
24460	10.2	8
24472	10	4
24520	8.66	10
24533	10.2	8
24539	6.64	10
24547	8.7	10
24555	14.6	6
24572	8.6	12
24635	10	8
24643	10.2	4
24648	16	8
24677	20.6	10
24685	10.4	6
24706	9	10
24738	20.4	14
24747	8.8	8
24759	6.8	16
24766	18.2	6
24791	10.4	10
24812	8.2	10
24818	10	8
24836	6	16
24853	8.2	8
24860	10.6	8
24865	10.4	8
24878	10	8
24929	12.6	10
24976	10.4	10
25006	10.4	10
25124	14.6	6
25129	20.8	10
25131	16	8
25158	8.4	10
25209	10	12
25235	10.8	8
25236	10.2	8
25251	14.4	8
25273	8.8	8
25294	10.2	8
25295	10.4	10
25317	6	8
25417	8.4	6
25480	10.6	6
25487	2.2	4
25527	8.2	10
25545	6	8
25547	14.8	10
25607	12	4
25622	10.4	10
25663	6.2	14
25772	10	8
25812	8	8
25912	8	12
25944	8	4
25957	8.2	10
25964	12.4	14
26000	16.8	6
26002	8.6	16
27449	8.6	10
27461	10.6	14
27469	8.8	8
27489	8.8	14
27525	10.8	8
27597	10	8
27602	10.2	8
27603	12.2	8
27626	6.2	10
27697	10	8
27707	10	8
27850	6.4	12
27882	8.66	10
27894	10	8
27932	6.2	12
27952	18.6	10
27962	6.6	8
28008	8.4	10
28047	16.6	6
28064	6.66	10
28157	11	8
28187	10	4
28188	10.2	8
28221	1	4
28263	6.2	8
28342	10	8
28348	6.2	14
28366	6.2	12
28412	10.6	14
28433	10	10
28492	10.4	8
28587	6	14
28609	20	2
28622	16.2	12
28640	9	16
28656	12.4	14
28669	12.4	12
28671	10.2	0
28695	8.8	10
28715	8.6	8
28716	10.2	4
28748	16.6	14
28752	18.8	8
28801	8.4	8
28826	7.6	12
28869	16.6	12
28882	10.6	10
28928	14	10
28976	12.4	8
28983	8.4	8
29009	10.2	10
29068	6.6	10
29076	10.6	8
29078	1	4
29095	10.2	10
29114	10.8	12
29252	18	10
29267	9.2	10
29378	8.4	4
29387	10.2	8
29430	14.4	6
29496	22.2	0
29504	14.6	6
29506	18.6	10
29510	12	16
29523	6.2	6
29532	10.86	10
29541	12.2	6
29557	11	8
29565	14.2	6
29571	8.2	12
29598	10.2	10
29626	8.4	6
29653	10.6	8
29665	10.4	8
29667	8.2	14
29723	16	6
29763	18	10
29889	6.2	16
29897	6.8	14
29914	10.6	8
29968	10.6	14
29970	10.2	10
30081	10	8
30088	20.2	2
30099	6.4	16
30102	6.4	10
30133	6.2	4
30145	10.4	6
30192	18.8	8
30195	6.2	12
30210	10.2	10
30231	18.2	6
30244	12.2	0
30247	10.4	8
30252	8.4	10
30335	6	12
30373	8.4	16
30380	10	8
30389	8.4	10
30399	10.2	8
30410	12.2	0
30434	16	0
30436	6.8	16
30440	7.2	12
30464	10.2	8
30477	7	10
30613	8.2	12
30619	7.6	10
30620	17.2	6
30627	10.6	8
30662	18	6
30668	6.2	12
30679	8.4	6
30694	10.4	8
30704	10.4	10
30712	10.6	8
30792	10.6	8
30815	16.6	10
30817	6.68	10
30863	12.4	12
30882	10.6	6
30976	14.8	12
31036	6.4	10
31124	2.2	4
31130	6.8	6
31282	6.2	14
31293	8.4	10
31296	6	14
31309	6.6	8
31345	8.2	4
31378	18.8	10
31396	10.6	8
31408	16.6	6
31443	10.4	10
31473	6.4	12
31576	10.4	10
31616	6.6	10
31706	14	2
31717	6.6	8
31730	6.2	4
31787	10.8	4
31806	12.2	4
31811	14.4	14
31816	14	0
31837	6.4	4
31847	18.2	6
31948	7.2	12
31957	8	8
31961	12.4	12
32078	7.6	10
32095	16.2	8
32111	12.4	12
32146	14.4	8
32174	10.6	8
32189	18.6	6
32230	16.8	8
32243	17	6
32259	17.2	6
32265	10.2	8
32272	6.4	8
32292	14.4	6
32305	14.2	8
32378	16.4	6
32389	14.4	6
32452	16.6	6
32470	18.8	8
32490	8.6	8
32525	8	10
32545	12.8	10
32619	9	10
32709	10.8	10
32712	10.4	10
32763	6	8
32765	12.2	8
32785	10.6	10
32787	14	2
32814	8	8
32849	8	8
32873	6.6	14
32893	16.4	12
32895	8.2	8
32913	9	10
32972	10.2	10
32995	18.2	6
33028	6.2	4
33077	16.4	8
33083	16.4	6
33122	10	10
33139	10.6	10
33151	10.62	4
33159	6.4	10
33180	6.8	10
33212	12	16
33314	10	8
33321	10.2	8
33327	6.2	12
33334	20	2
33344	14.2	10
33361	12.2	6
33453	6.8	8
33466	10.4	4
33471	6.2	14
33536	10.6	10
33544	9	16
33713	10	8
33734	8.6	14
33740	10.2	10
33756	6.4	8
33758	6.62	10
33824	4.2	4
33868	1	4
33877	13	6
33888	10.4	10
33895	6.4	6
33988	8.6	10
34015	8.8	16
34021	8	8
34044	11.2	8
34054	16.6	6
34068	6	16
34073	10.4	8
34076	6	8
34148	10.8	4
34182	8.8	8
34185	2.6	4
34188	2.2	4
34214	14.4	12
35635	10	8
35647	10.4	12
35662	6.62	10
35704	10.2	8
35714	20	8
35754	10.4	6
35758	14.4	6
35785	6.64	10
35894	6.2	10
35910	6	4
35917	11	8
36062	10.2	10
36071	8.4	8
36078	10.4	8
36107	10.2	8
36116	8.8	6
36118	10.2	8
36126	8.6	8
36142	6.2	10
36153	10.2	16
36158	14.6	4
36190	6.66	10
36191	2.8	16
36260	10.2	4
36274	10.4	10
36275	10.2	8
36290	14	6
36338	8.2	6
36346	14.6	4
36386	10.4	10
36399	6.2	10
36477	6	8
36480	10.2	8
36481	10.2	4
36482	8	10
36579	6	8
36611	10.4	10
36634	10.2	8
36635	6.4	12
36727	10.2	8
36761	20	8
36768	18.8	10
36775	10.4	12
36782	14.8	12
36784	8.4	4
36832	10.2	10
36839	10	6
36859	10.2	8
36919	20.2	2
36971	8.2	10
37013	6.4	10
37034	18.6	14
37035	8	8
37065	2.2	4
37077	10.2	14
37134	12.2	0
37209	11.2	10
37217	10.2	8
37231	14.2	0
37249	8	12
37253	10.4	8
37289	10.8	14
37326	10.8	6
37332	8.8	10
37411	6.2	8
37443	16.2	0
37453	20.4	2
37504	6.2	10
37524	6	8
37597	8.4	16
37656	10.2	8
37729	4.2	4
37747	8.2	10
37774	8.68	10
37789	8.2	8
37819	6.66	10
37952	8.8	16
37996	10	4
38020	8.4	6
38086	16	8
38110	10.4	10
38124	6.8	8
38168	10.6	14
38185	8.2	12
38197	20	10
38225	10.88	10
38249	8.4	8
38254	8.4	6
38275	6	8
38323	14.6	4
38365	8.4	8
38439	8.6	6
38502	10.4	10
38512	6	12
38519	14.4	6
38530	22.2	0
38540	6.64	10
38568	8.8	6
38584	2.2	4
38588	6.6	8
38658	14	6
38693	10.4	10
38791	6.72	10
38796	8.6	6
38828	8	8
38853	8.4	8
38865	10.2	8
38890	14.2	6
38960	16.2	10
38985	10	8
39010	6.2	4
39092	18.6	8
39113	6.4	8
39141	16.4	8
39203	6.2	6
39244	10	8
39318	8.4	8
39451	8.4	8
39463	8	12
39469	8.66	10
39479	17	6
39509	6.64	10
39513	6.2	10
39666	8.2	8
39700	8.6	8
41100	7.6	10
41116	16.6	6
41139	8.4	14
41204	12	8
41270	12.4	8
41304	6.62	10
41345	8.4	8
41540	6.2	10
41545	10	14
41558	10.6	14
41583	16.6	6
41587	16	2
41592	6.8	6
41690	10.4	10
41696	10.2	8
41703	10.2	8
41705	11	8
41725	10.4	10
41757	20.8	10
41848	16.4	6
41867	10.4	10
41870	8.2	14
41896	20.2	8
41982	10.6	10
41990	6.2	12
42047	8.6	10
42096	8.8	12
42136	6.2	16
42186	16.2	14
42196	22.4	0
42204	16	12
42210	8.4	8
42231	8.2	10
42307	10.2	12
42315	10.4	10
42333	10.6	8
42366	8	8
42399	10.2	10
42416	12	8
42452	6.8	12
42454	18.4	10
42462	18.6	10
42478	10.4	4
42479	6	10
42498	10.4	10
42526	10.4	8
42583	16	8
42630	8.4	10
42647	10.2	8
42652	10.4	8
42654	12.2	12
42678	14.6	12
42682	12.4	4
42712	7	16
42718	14	12
42725	10.6	16
42768	6.2	14
42770	10.2	8
42771	10.4	10
42792	8.4	8
42889	7	16
42926	10.4	12
42950	14.4	6
42998	16	8
43000	16.6	12
43002	6.6	8
43015	6.64	10
43098	6	10
43099	10.2	10
43123	10.4	6
43141	10.4	10
43192	14.4	6
43207	10.6	12
43250	10.4	10
43260	10.2	16
43261	18.8	14
43295	8.8	8
43344	6.2	12
43474	14	6
43483	16.2	8
43489	10.2	8
43503	12.2	8
43506	8.8	8
43609	14	12
43619	10.9	10
43654	20	10
43692	16.2	10
43702	16	12
43724	8.62	10
43730	10.6	14
43734	16.8	6
43738	10.8	8
43767	8.6	10
43797	10.6	12
43817	12.2	0
43825	6.6	8
43851	10.4	12
43876	10.6	12
43932	10.6	10
43940	8.6	6
43958	26	0
43999	14.6	8
44010	15	10
44019	14.6	8
44075	14	12
44094	14.4	4
44163	18.4	6
44256	10.6	10
44261	20	10
44298	8.2	10
44325	14.4	6
44372	8.6	12
44378	6.8	10
44418	16	8
44438	20	4
44445	8.66	10
44463	17.2	6
44574	10.4	6
44583	14	12
44674	9.2	12
44777	10.2	10
44791	11	10
44918	10.2	8
44925	6.2	10
44931	8.4	8
44962	20	10
45050	10.4	8
45052	8.8	16
45060	10.2	8
45064	10.4	6
45072	12.2	4
45108	8.4	6
45137	6	8
45186	20.4	2
45198	18	6
45203	18.4	8
45214	10.2	14
45256	8.4	12
45259	10.2	8
45284	7.2	8
45296	20.6	4
45300	10.4	6
45319	14.6	8
45324	10.4	6
45351	10	6
45356	6.8	12
45358	8.4	12
45379	6.2	14
45411	9	16
45449	6.8	8
45456	16.8	6
45460	12.6	10
45497	18.2	2
45527	10.6	6
45639	4	0
45645	16	6
45661	6	8
45676	16.8	6
45694	10.4	14
45703	14	8
45707	8.2	4
45716	8.4	6
45737	8.4	8
45783	8.4	6
45824	9	10
45845	12.2	0
45873	14.2	4
45875	6.4	6
45991	10	4
46009	20	8
46027	6.4	14
46071	16.4	8
46096	10.4	8
46237	20.2	8
46244	6.2	4
46301	6.6	8
46317	8	12
46322	10.4	8
46333	6.4	10
46336	18	16
46338	10.4	8
46378	10.2	4
46385	10.64	4
46391	8	8
46400	8.2	8
46426	20	14
46429	6.2	12
46450	8	6
46469	16	0
46487	16.4	6
46551	10.2	8
46619	8	8
46643	8.4	12
46659	6.8	12
46680	18.6	14
46774	8.4	8
46833	10.4	10
46856	8.6	8
46893	10.2	10
46910	6	10
47107	10.4	6
47127	2.2	4
47155	8	12
47156	6.8	10
47219	14	6
47289	19	6
47300	2.2	4
47308	10.4	10
47390	12.2	0
47401	16.6	6
47440	16	6
47516	6.6	6
47543	6.2	6
47600	12.2	0
47610	10.6	12
47669	10.9	10
47698	10.4	10
47706	8.2	10
47714	6.62	10
47768	10.4	10
47771	8.8	12
47804	20.6	6
47805	6.6	10
47836	7.4	10
47842	6.6	14
47886	10	12
47894	12.2	0
47916	6.4	14
47930	8.4	8
47938	10.8	8
47951	16	10
47993	11.2	8
48042	6	8
48044	10.4	10
48070	8.4	8
48096	10.4	10
48128	14.4	6
48144	6.4	6
48197	8.4	8
48224	14.4	12
48251	10.2	8
48365	12.2	10
48372	8.2	8
48379	4.2	4
48409	18.6	14
48424	16.4	8
48437	8.6	8
48472	14.8	12
48473	10.4	10
48577	10.2	10
48617	10.4	8
48670	8.7	10
48675	20	0
48725	16.2	6
48751	18.6	14
48765	16.2	6
48779	20.2	8
48799	16.6	6
48837	10.2	8
48908	6.66	10
48911	14	14
48919	16	8
48922	10.4	6
48923	10.8	8
48930	10.4	16
48944	8	4
49039	6.6	10
49069	1	4
49074	10.2	12
49098	8.2	8
49195	14	16
49222	14	8
49237	6	8
49251	8.2	16
49263	6.7	10
49292	12.6	14
49339	8.6	10
49409	10.6	10
49413	18.6	6
49421	6.2	6
49448	8.4	10
49456	6.4	12
49473	20.6	10
49518	14.4	14
49524	16.4	4
49530	10.2	10
49550	8.7	10
49570	10.8	8
49581	10	8
49632	8.2	8
49648	20.4	14
49766	7.2	10
49828	8.4	8
49839	6.62	10
49840	18.2	10
49898	6	10
49925	10	16
49935	8.4	6
49986	16	6
50061	16.6	12
50098	6.2	16
50101	18.6	14
50103	8.4	8
50112	8.6	14
50116	10.4	10
50137	16	12
50142	14	12
50156	10.4	6
50167	12	8
50180	10.4	8
50267	16.6	6
50407	16.6	8
50410	8.2	10
50455	16.2	6
50477	14.6	10
50488	16.4	6
50541	10.6	6
50542	10.2	6
50588	10.4	10
50622	6.4	6
50657	8.4	8
50670	7	8
50686	16	8
50718	8.2	10
50722	18.2	14
50805	10.6	10
50839	10.4	10
50844	16.8	6
50873	10.2	8
50889	16.6	6
50936	10.6	10
50944	10	8
50945	8.2	10
50965	7.4	10
50999	10.6	14
51004	6.2	16
51008	6.8	8
51104	10.2	10
51105	8.2	10
51164	12.8	10
51171	8	8
51185	8.8	8
51198	6.4	10
51208	6.2	4
51271	16.2	6
51289	6.4	8
51342	2.2	4
51396	7.6	12
51430	14.4	14
51461	24	0
51469	10.2	16
51543	8	16
51546	6.68	10
51617	16.2	12
51637	8.4	8
51657	6.4	10
51667	6.2	4
51690	10	10
51698	8	4
51710	2.2	4
51799	8.4	8
51835	14	12
51873	10.6	14
51878	12.2	4
51886	10.4	8
51914	6.2	8
51947	10.82	10
51949	10.6	6
51951	16	8
51955	6.4	14
51966	10.6	10
51991	10	8
52015	10.2	10
52017	10.2	6
52022	6.4	16
52087	16.6	8
52098	12.4	12
52131	10.4	14
52163	11.2	8
52185	20	10
52186	6	8
52238	10.4	10
52247	10.4	14
52258	11	8
52282	12.2	0
52290	8	4
52313	6.64	10
52315	22.4	0
52479	8.4	8
52500	12.8	12
52535	18.6	10
52801	12.4	6
52843	16.4	8
52862	6.2	16
52864	14.4	6
52875	14.4	14
52879	16.2	12
52880	14.4	6
52944	8.8	16
52984	8.6	10
52993	11.2	8
53054	6.2	10
53067	10.4	10
53074	10.6	6
53165	6	10
53240	10.4	16
53241	6	8
53279	12.8	12
53287	18	0
53288	10.4	10
53295	10	12
53321	10.2	14
53350	10.86	10
53397	14.2	6
53421	18.4	10
53429	7	10
53436	16.6	6
53465	10.4	10
53518	10	14
53525	10.4	10
53579	10.6	6
53581	8.6	16
53616	8.8	14
53648	10.6	10
53719	16.4	0
53870	8.6	10
53909	18.6	10
53914	18.4	6
53946	6.8	8
53954	2.4	4
53966	6	8
53979	10.6	6
53989	11	8
54015	20.8	8
54056	10.4	10
54072	2	4
54139	16.8	6
54155	14	4
54176	8.4	10
54231	10.2	4
54255	6.6	14
54265	6.6	6
54266	20	8
54403	6.6	8
54430	16.6	6
54501	20	8
